 Order ID ,customer id,CUSTOMER__Name,e-mail Address,Phone No.,CITY/town,Age (yrs),Order Date ,ship_date,Product Cat.,product-name,Qty.,Unit Price(KES/USD/EUR),discount %,curr, TOTAL_amount ,Payment Method ,Order STATUS,review rating(1-5),Marketing_Source?, Full_Address / Street-ZIP 
ORD-102607,CUST-2402,Moses Otieno,moses.otieno542@example.com,+254752445451,Nairobi,42,15-Dec-2024,25-Dec-2024,sports,Sports Item 90,8,5854.6,10,KES,42153.12,cash,shipped,2,Google Ads,Nairobi - 7632 Moi Avenue - Apt D-499 - 00505 - kenya
ORD-101780,CUST-2012,nia khan,nia.khan938@example.com,0721133489,Dar es Salaam,60,04-06-2023,04-19-2023,Electronics,Electronics Item 32,4,5789.99,10,KES,20843.96,Bank Transfer,CANCELLED,N/A,Organic,Dar es Salaam - 1084 Uhuru Highway - Suite C-71 - 11101 - kenya
ORD-101601,CUST-2223,Wanjiku Smith,wanjiku.smith298@example.com,0767210295,Kisumu ,64,16-Jan-2025,19-Jan-2025,books,Books Item 117,7,9000.28,30,EUR,44101.37,Credit card,In Transit,4,Facebook,"7206, Moi Avenue, Kisumu County, P.O Box 40123, Kenya"
ORD-103053,CUST-2825,KOFI KIMANI,kofi.kimani728@example.com,+254728145838,Mombasa,38,24-Jan-2024,04-Feb-2024,electronics,Electronics Item 119,7,737.13,30,USD,3611.94,Bank,cancelled,3,Organic,3908 Haile Selassie Ave Flr C-962 Mombasa 80101 Kenya
ORD-101392,CUST-3262,Omar Kamau,,,Dar,22,2023-01-05,2023-01-20,electronics,Electronics Item 66,4,14109.7,30,KES,39507.16,Bank Transfer,Shipped,3,Instagram,"7757 Haile Selassie Ave, Dar es Salaam, kenya, 14110"
ORD-104845,CUST-1831,Ezekiel Otieno,ezekiel.otieno393@example.com,+254766014378,Nakuru ,44,2024-05-19,2024-05-19,beauty,Beauty Item 106,5,11138.02,15,EUR,47336.59,CARD,DELIVERED,5,Google Ads,4819 Kimathi Street Floor D-675 Nakuru 20100 kenya
ORD-103413,CUST-1414,moses mensah,moses.mensah824@example.com,+254750014783,Dar,67,15-Aug-2024,26-Aug-2024,Books,Books Item 48,8,12882.33,0,USD,103058.64,bank transfer,Pending,3,Organic,"3908, Argwings Kodhek Rd, Dar es Salaam County, P.O Box 14110, KE"
ORD-102333,CUST-1596,Wanjiku Mensah,wanjiku.mensah701@example.com,+254753959959,Eld,26,06-29-2024,07-15-2024,fashion,Fashion Item 49,6,11742.6,30,EUR,49318.92,Debit Card,pending,3,,3077 Enterprise Road Unit C-920 Eldoret 30120 K.E.
ORD-100649,CUST-2253,victor patel,victor.patel380@example.com,+254750122421,Thika,57,02-May-2024,10-May-2024,Books,Books Item 55,5,11253.45,25,EUR,42200.44,Debit Card,DELIVERED,3,Referral,"1536 Ngong Road, Thika, KE, 01002"
ORD-104793,CUST-1002,FATIMA NJOROGE,fatima.njoroge400@example.com,+254740649717, Mombasa,63,not_a_date,2024-08-15,Fashn,Fashion Item 101,4,4461.06,20,EUR,14275.39,Mobile Money,Cancelled,N/A,Organic,Argwings Kodhek Rd 8760 | Floor D-375 | Mombasa | ZIP:80101 | Kenya
ORD-103260,CUST-2715,Uma Hussein,uma.hussein693@example.com,0712730007,dar es salaam,49,06-30-2023,,Beauty,Beauty Item 82,1,4709.95,30,KES,3296.96,bank transfer,Returned,4,Referral,
ORD-101271,CUST-1327,Hassan Ali,hassan.ali246@example.com,+254781395438,Mombasa,26,08-30-2023,08-31-2023,Groceries,Groceries Item 18,4,17722.75,15,USD,60257.35,M-Pesa,In Transit,4,Instagram,4641 Moi Avenue Apartment D-269 Mombasa 80118 K.E.
ORD-102105,CUST-1917,Quinn Brown,quinn.brown870@example.com,,Kampala,27,01-24-2025,02-04-2025,fashion,Fashion Item 69,2,12932.21,25,USD,19398.31,M-Pesa,PENDING,4,Organic,Suite A-784; 9390-Langata Road; Kampala; Machakos; postal code 256; KE
ORD-100965,CUST-2844,PRIYA NJOROGE,priya.njoroge552@example.com,+254748493069,Kampala,46,05-31-2023,06-11-2023,Groceries,Groceries Item 51,3,14949.23,10,KES,40362.92,CARD,CANCELLED,N/A,Google Ads,Kampala - 5215 Mbagathi Way - Block D-195 - 256 - K.E.
ORD-104518,CUST-1832,WANJIKU KAMAU,wanjiku.kamau90@example.com,+254780706414, Eldoret,41,2023-11-28,2023-11-29,Home & Kitchen,Home Item 70,6,490.53,10,EUR,2648.86,Mobile Money,PENDING,5,Email,"9574 Kenyatta Road, Apartment D-477, Eldoret, Kisumu, 30120, KE"
ORD-101909,CUST-1398,Quinn Ndlovu,quinn.ndlovu574@example.com,+254798729548,Nakuru,61,10-20-2023,10-20-2023,Books,Books Item 48,5,8836.57,10,EUR,39764.57,BANK TRANSFER,PENDING,3,,"898, Tom Mboya Street, Nakuru County, P.O Box 20100, Kenya"
ORD-101539,CUST-3079,Hassan Hussein,hassan.hussein870@example.com,+254770534540,KLA,19,2023-02-17,2023-02-18,electronics,Electronics Item 118,1,6953.62,5,KES,6953.62,cash,delivered,5,Referral,"2830 Koinange Street, Kampala, kenya, 10200"
ORD-103333,CUST-1273,Ezekiel Patel,ezekiel.patel96@example.com,+254737583687,Kisumu,40,26/08/2023,08/09/2023,Groceries,Groceries Item 13,4,9421.95,25,USD,28265.85,M-PESA,Canceled,N/A,Facebook,Flr C-98; 3504-River Road; Kisumu; Mombasa; postal code 40123; Kenya
ORD-100128,CUST-2148,Ivy Khan,ivy.khan7@example.com,254786359356,thika,74,2025-03-13,2025-03-26,books,Books Item 118,8,14401.27,20,USD,92168.13,card,In Transit,3,Instagram,5437 Enterprise Road House A-614 Thika 01002 Kenya
ORD-102991,CUST-3044,Wanjiku Khan,wanjiku.khan736@example.com,+254796942227,Thika,28,04/01/2025,22/01/2025,Sport,Sports Item 84,8,2774.77,30,USD,15538.71,M-Pesa,pending,1,Google Ads,House B-398; 7070-Mbagathi Way; Thika; Machakos; postal code 01002; kenya
ORD-104642,CUST-1236,Yara Hussein,yara.hussein840@example.com,+254732983653,Eld,63,2024-04-03,2024-04-20,Book,Books Item 5,6,14962.69,20,KES,71820.91,Bank,Return,4,Email,"7794 Ngong Road, House C-171, Eldoret, Nairobi, 30120, kenya"
ORD-100393,CUST-1029,Yara Okafor,yara.okafor533@example.com,+254775851164, Eldoret,71,12-21-2024,12-26-2024,Beauti,Beauty Item 101,8,13018.65,30,EUR,72904.44,CASH,Shipped,,Instagram,Enterprise Road 6308 | Flr A-710 | Eldoret | ZIP:30120 | Kenya
ORD-102132,CUST-2102,Yara Otieno,yara.otieno481@example.com,+254769969506,Nairobi,58,01-Mar-2023,03-Mar-2023,ELEC,Electronics Item 60,7,5105.75,0,KES,35740.25,M-PESA,Delivered,3,Referral,FLR A-342; 4714-TOM MBOYA STREET; NAIROBI; NAKURU; POSTAL CODE 00100; KENYA
ORD-101627,CUST-1560,Amina Ndlovu,amina.ndlovu710@example.com,+254752519774,Msa,5,2024-02-18,2024-02-20,Home/Kitchen,Home Item 18,5,10175.7,0,KES,50878.5,Cash,CANCELLED,1,Google Ads,Mombasa - 4152 Kimathi Street - Apt D-200 -  - Kenya
ORD-103169,CUST-2078, James Ali ,james.ali198@example.com,+254779714453, Eldoret,49,18-Sep-2024,03-Oct-2024,Sport,Sports Item 36,2,14894.2,15,KES,25320.14,Mpesa,DELIVERED,1,Instagram,Ngong Road 1536 | Apt C-10 | Eldoret | ZIP:30120 | kenya
ORD-101314,CUST-3306,Hassan Mwangi,hassan.mwangi119@example.com,+254757190467,KSM,48,11-Aug-2023,12-Aug-2023,Book,Books Item 100,2,15088.37,15,EUR,25650.23,Mpesa,shipped,2,Referral,"581 Koinange Street, Kisumu, kenya, 40100"
ORD-102101,CUST-2051,Ivy Patel,ivy.patel639@example.com,+254757993959,dar es salaam,58,02/02/2023,17/02/2023,Sports,Sports Item 97,8,4010.17,30,USD,22456.95,M-PESA,Return,5,,"5388, Haile Selassie Ave, Dar es Salaam County, P.O Box 14110, KE"
ORD-103033,CUST-2935,Diana Kimani,diana.kimani811@example.com,+254717264862,Nakuru,18,13/03/2024,15/03/2024,groceries,Groceries Item 101,8,13260.21,20,USD,84865.34,Cash,Returned,,Organic," 450 Argwings Kodhek Rd, Nakuru, K.E., 20100 "
ORD-104739,CUST-3079,Uma Khan,,+254764818652,Msa,73,09-02-2024,09-04-2024,Books,Books Item 116,-1,4944.23,250,USD,7416.34,Bank Transfer,Pending,5,,Mombasa - 7284 River Road - Suite C-381 - 80100 - kenya
ORD-103181,CUST-1767,Moses Mensah,moses.mensah608@example.com,0789291374,NBO,35,03-27-2025,04-02-2025,Book,Books Item 66,4,11003.52,10,USD,39612.67,BANK TRANSFER,Canceled,5,Organic,House B-185; 4371-Koinange Street; Nairobi; Machakos; postal code 00505; Kenya
ORD-100607,CUST-1916,Grace Brown,grace.brown201@example.com,+254775769687,Nakuru ,26,2024-11-23,2024-11-27,Book,Books Item 88,1,4539.98,10,KES,4085.98,CARD,cancelled,2,Referral,8690 Ngong Road House B-374 Nakuru 20117 kenya
ORD-103835,CUST-3170,Ezekiel Mwangi,ezekiel.mwangi176@example.com,+254739766009,KLA,58,22-Jul-2024,30-Jul-2024,Sport,Sports Item 41,8,5371.51,15,EUR,36526.27,Mobile Money,Canceled,3,Email,APT B-409; 1012-NGONG ROAD; KAMPALA; KISUMU; POSTAL CODE 10200; KENYA
ORD-100622,CUST-2346,Wanjiku Mensah,wanjiku.mensah101@example.com,+254752726741, Nairobi ,24,11-08-2024,11-17-2024,Fashion,Fashion Item 115,8,10861.23,25,EUR,65167.38,Credit card,In Transit,N/A,Referral,haile selassie ave 6337 | block c-701 | nairobi | zip:00100 | kenya
ORD-101646,CUST-2943,Victor Hussein,victor.hussein403@example.com,+254764104256, Thika,23,08-Sep-2024,10-Sep-2024,Grocery,Groceries Item 61,3,15486.62,25,USD,34844.9,Credit card,PENDING,1,Facebook,3392 Mbagathi Way Apartment A-501 Thika 01002 Kenya
ORD-103952,CUST-3410,Omar Ali,omar.ali628@example.com,+254732591285,KLA,53,26-Oct-2024,06-Nov-2024,groceries,Groceries Item 38,7,10791.29,0,KES,75539.03,CASH,pending,N/A,Email,8457 KENYATTA ROAD  KAMPALA 10200 K.E.
ORD-103514,CUST-3266,Priya Hussein,priya.hussein52@example.com,0745531523,Machakos ,33,11-26-2024,12-05-2024,Home & Kitchen,Home Item 72,5,10473.98,10,KES,47132.91,CASH,In Transit,4,Facebook,Apt C-213; 7719-Mbagathi Way; Machakos; Uasin Gishu; postal code ; KE
ORD-102098,CUST-1879,Moses Hussein,moses.hussein566@example.com,+254762349772,Msa,71,2024-12-08,2024-12-12,Sports,Sports Item 20,5,14269.38,0,KES,71346.9,card,Return,,Organic,"4648 Haile Selassie Ave, Mombasa, K.E., 80101"
ORD-100254,CUST-1313,Priya Ali,priya.ali954@example.com,+254781697212, Nairobi ,18,12-27-2023,01-02-2024,Beauty,Beauty Item 50,7,12594.07,20,USD,70526.79,cash,In Transit,1,Google Ads,Nairobi - 1230 Ngong Road - Flr A-851 - 00606 - KE
ORD-103069,CUST-1274,Priya Khan,priya.khan368@example.com,+254719307201,Mombasa,40,2024-11-17,2024-11-26,groceries,Groceries Item 112,2,13145.59,5,KES,24976.62,Cash,PENDING,N/A,Instagram,3977 Uhuru Highway Block D-766 Mombasa  KE
ORD-103974,CUST-3313,James Smith,james.smith828@example.com,+254775263028,machakos,59,07/10/2023,13/10/2023,HOME,Home Item 62,2,16540.13,250,EUR,-49620.39,CASH,shipped,,Referral,Machakos - 2625 Kimathi Street - Apt C-243 - 90100 - KE
ORD-104945,CUST-2430,Lina Smith,lina.smith163@example.com,+254770581334,Dar-es-Salaam,39,21/03/2024,06/04/2024,sports,Sports Item 91,4,7272.37,25,USD,21817.11,card,DELIVERED,1,Referral,7054 Mbagathi Way Apt C-649 Dar es Salaam 11101 Kenya
ORD-104675,CUST-2180,Wanjiku Garcia,wanjiku.garcia415@example.com,+254717825785,Dar,49,28/02/2025,01/03/2025,Sports,Sports Item 72,7,3614.8,10,EUR,22773.24,Cash,delivered,2,Instagram,"4394, River Road, Dar es Salaam County, P.O Box 14110, Kenya"
ORD-101908,CUST-1144,Amina Smith,amina.smith687@example.com,+254710261327,thika,73,30-Mar-2024,03-Apr-2024,Book,Books Item 24,3,-4003.0,10,USD,-10808.1,mobile money,In Transit,5,,"3693 Kimathi Street,, Block C-388,, Thika,, Kiambu,, 01002,, Kenya"
ORD-100577,CUST-2008,Uma Kamau,uma.kamau996@example.com,0728886930,Mombasa,32,06-22-2024,06-21-2024,home and kitchen,Home Item 18,4,2785.15,10,KES,10026.54,Credit card,returned,5,Facebook,5012 Langata Road Apt D-601 Mombasa  kenya
ORD-103211,CUST-1988,Omar Otieno,omar.otieno760@example.com,+254765728910,Nairobi,59,07-18-2024,08-03-2024,ELEC,Electronics Item 67,4,10164.62,30,KES,28460.94,CARD,cancelled,N/A,Instagram,"3053 River Road, Nairobi, Kenya, 00505"
ORD-104188,CUST-3440,Amina Smith,amina.smith700@example.com,+254758316115,KLA,49,2024-01-09,2024-01-14,Book,Books Item 117,4,7284.35,25,USD,21853.05,CARD,PENDING,5,Facebook,Kimathi Street 139 | Apartment A-176 | Kampala | ZIP: | K.E.
ORD-103444,CUST-3217,Uma Otieno,uma.otieno101@example.com,+254750035586,Msa,23,12-Sep-2024,12-Sep-2024,Books,Books Item 15,3,1049.88,15,USD,2677.19,M-Pesa,Delivered,4,Instagram,Floor C-408; 6047-Moi Avenue; Mombasa; Kisumu; postal code 80100; K.E.
ORD-103625,CUST-1162,Yara Mwangi,yara.mwangi572@example.com,+254719422600,Kampala,-4,05-25-2023,06-02-2023,sports,Sports Item 90,2,5245.79,25,USD,7868.68,M-PESA,Canceled,N/A,,Block D-857; 5253-Langata Road; Kampala; Nairobi; postal code 256; KE
ORD-100428,CUST-1388,James Okafor,james.okafor817@example.com,+254728508590,kampala,23,08-31-2024,09-01-2024,Books,Books Item 51,6,8219.5,20,KES,39453.6,Mobile Money,Shipped,2,Unknown,"6902 Argwings Kodhek Rd,, Kampala,, Kenya,, 10200"
ORD-100921,CUST-2117,Zane Lopez,zane.lopez568@example.com,0728138910,Nairobi,40,2023-09-17,2023-10-05,Electrnics,Electronics Item 23,7,12103.54,10,KES,76252.3,Credit card,Delivered,,Instagram,Floor C-83; 3905-Ngong Road; Nairobi; Nakuru; postal code 00505; KE
ORD-100792,CUST-1735,Amina Okafor,amina.okafor116@example.com,+254777618917,NBO,57,08-24-2024,09-07-2024,Beauti,Beauty Item 115,6,2442.17,5,EUR,13920.37,bank transfer,Cancelled,3,Facebook,Flr D-715; 5768-Tom Mboya Street; Nairobi; Kisumu; postal code 00606; Kenya
ORD-100262,CUST-1577,Amina Ndlovu,amina.ndlovu181@example.com,+254723005510,Dar-es-Salaam,66,10-12-2023,10-30-2023,Home/Kitchen,Home Item 50,6,13692.08,25,EUR,61614.36,bank transfer,cancelled,3,Email,"5214 Moi Avenue, Dar es Salaam, Kenya, 11101"
ORD-104419,CUST-1240,Moses Mwangi,moses.mwangi44@example.com,+254717817672,nakuru,50,18-Sep-2023,29-Sep-2023,Home/Kitchen,Home Item 59,2,6508.39,25,KES,9762.59,Debit Card,Canceled,5,Organic,"9635 Argwings Kodhek Rd, Nakuru, Kenya, 20100"
ORD-103714,CUST-3335,Ivy Smith,ivy.smith649@example.com,+254782103713,Machakos,22,2023-12-03,2023-12-08,Sports,Sports Item 50,5,11328.14,5,EUR,53808.66,CASH,CANCELLED,,Unknown,4293 River Road House B-262 Machakos 90100 kenya
ORD-100664,CUST-3318,Samuel Kamau,samuel.kamau189@example.com,+254719362905,Eld,63,26/08/2023,01/09/2023,electronics,Electronics Item 71,7,3309.94,5,KES,22011.1,M-Pesa,Pending,N/A,Unknown,"7249 Uhuru Highway, Eldoret, Kenya, 30100"
ORD-104608,CUST-3061,Priya Mensah,priya.mensah628@example.com,+254770085834,thika,75,2023-10-28,2023-11-11,Beauti,Beauty Item 96,7,9744.67,25,EUR,51159.52,Bank,Complete,4,Unknown,"1881, Argwings Kodhek Rd, Thika County, P.O Box 01000, K.E."
ORD-104270,CUST-1848,Tariq Smith,tariq.smith906@example.com,+254786327183,Nakuru,40,2023-04-16,2023-05-01,ELEC,Electronics Item 50,3,17865.46,30,EUR,37517.47,M-PESA,PENDING,5,Referral,"3531 Haile Selassie Ave, Nakuru, kenya, 20117"
ORD-104872,CUST-2882,Tariq Kamau,tariq.kamau712@example.com,+254777323130,machakos,32,01-01-2025,01-19-2025,Book,Books Item 23,3,8689.4,-10,KES,28675.02,Debit Card,Cancelled,4,Instagram,Flr A-641; 9881-River Road; Machakos; Mombasa; postal code 90119; kenya
ORD-101356,CUST-1146,Fatima Smith,fatima.smith71@example.com,254774620428,Thika,71,10/12/2024,14/12/2024,groceries,Groceries Item 113,3,13286.33,0,KES,39858.99,bank transfer,cancelled,4,Referral,House B-378; 8162-Haile Selassie Ave; Thika; Nakuru; postal code 01002; KE
ORD-103666,CUST-3338,Brian Hussein,brian.hussein729@example.com,+254723917235, Thika,58,31/07/2023,02/08/2023,Book,Books Item 78,5,10762.9,25,EUR,40360.88,BANK TRANSFER,PENDING,,Instagram,"6865 Uhuru Highway, Thika, kenya, 01000"
ORD-104868,CUST-1762,Amina Ndlovu,amina.ndlovu16@example.com,+254794253575,Thika,54,2025-04-06,2025-04-20,Home & Kitchen,Home Item 9,5,9502.88,30,KES,33260.08,M-Pesa,Shipped,N/A,Email," 1196 Kenyatta Road, Suite B-25, Thika, Mombasa, 01000, K.E. "
ORD-102470,CUST-3010,nia hussein,nia.hussein103@example.com,+254786693269,Kisumu ,23,2024-05-20,2024-06-03,Beauty,Beauty Item 22,1,12366.6,30,KES,8656.62,CARD,Returned,5,Unknown,"2560, Moi Avenue, Kisumu County, P.O Box 40123, KE"
ORD-104000,CUST-1923,Lina Okafor,lina.okafor602@example.com,+254799915345,NBO,37,2025-03-25,2025-03-30,ELEC,Electronics Item 107,1,5451.0,20,EUR,4360.8,cash,shipped,3,Facebook,Koinange Street 442 | Apartment D-879 | Nairobi | ZIP:00100 | K.E.
ORD-101436,CUST-1980,James Okafor,james.okafor124@example.com,,mombasa,63,02/03/2024,15/03/2024,sports,Sports Item 18,1,8913.81,0,USD,8913.81,CASH,Pending,N/A,Organic,"7397, Enterprise Road, Mombasa County, P.O Box 80101, kenya"
ORD-102233,CUST-3133,Uma Kamau,uma.kamau725@example.com,+254788065519,Machakos,46,2024-03-14,2024-03-18,beauty,Beauty Item 93,1,14010.93,0,KES,14010.93,bank transfer,Pending,,Email,"5811 Langata Road, Unit B-991, Machakos, Uasin Gishu, 90100, Kenya"
ORD-100431,CUST-3335,Chen Ali,chen.ali670@example.com,+254783208168, Thika,63,2024-08-07,2024-08-20,sports,Sports Item 19,1,6663.89,105,USD,-333.19,cash,shipped,,Referral,"4505 Moi Avenue, Thika, kenya, 01000"
ORD-103090,CUST-1672,James Okafor,james.okafor925@example.com,+254761889490,Kampala,52,22-Oct-2023,23-Oct-2023,Clothing,Fashion Item 59,7,10411.61,20,KES,58305.02,M-PESA,Complete,2,Organic,Flr B-634; 1452-Koinange Street; Kampala; Nairobi; postal code 10200; Kenya
ORD-100873,CUST-2284,Victor Mwangi,victor.mwangi465@example.com,+254768623923,Thika,39,07-13-2024,07-18-2024,Books,Books Item 21,4,13394.35,30,USD,37504.18,M-PESA,Returned,4,Email,168 Enterprise Road Unit B-603 Thika 01000 K.E.
ORD-100546,CUST-1427,Quinn Njoroge,quinn.njoroge497@example.com,+254790283262,Dar-es-Salaam,63,31/10/2023,06/11/2023,Electrnics,Electronics Item 105,6,502.16,15,USD,2561.02,card,delivered,,Facebook,"4434 RIVER ROAD, DAR ES SALAAM, KENYA, 14110"
ORD-103345,CUST-2840,lina khan,lina.khan925@example.com,+254726419751,thika,56,05-Sep-2024,19-Sep-2024,books,Books Item 42,5,13076.91,20,USD,52307.64,bank transfer,Canceled,,Unknown,House D-79; 3975-Enterprise Road; Thika; Kiambu; postal code 01002; KE
ORD-100269,CUST-3140,Tariq Kamau,tariq.kamau576@example.com,+254797511116,Dar es Salaam,36,09-Feb-2023,22-Feb-2023,ELEC,Electronics Item 90,2,6918.43,15,KES,11761.33,BANK TRANSFER,DELIVERED,1,Email,"12 Kimathi Street, Dar es Salaam, Kenya, "
ORD-104401,CUST-2859, Victor Otieno ,victor.otieno235@example.com,+254797610100,Msa,23,2024-06-26,2024-07-04,Sport,Sports Item 89,3,15423.39,-10,EUR,50897.19,Bank,returned,5,Unknown,apt c-442; 1548-kenyatta road; mombasa; kisumu; postal code 80100; kenya
ORD-104420,CUST-1235,Tariq Khan,tariq.khan646@example.com,+254746054063,kampala,42,23-Jan-2023,08-Feb-2023,Fashion,Fashion Item 35,2,12238.47,105,EUR,-1223.85,BANK TRANSFER,Pending,5,Facebook,Kenyatta Road 6957 | House C-371 | Kampala | ZIP:256 | KE
ORD-103043,CUST-2588,Yara Kamau,yara.kamau404@example.com,+254781212017,Nairobi,35,20-Jan-2025,20-Jan-2025,ELEC,Electronics Item 37,7,6223.68,10,KES,39209.18,Debit Card,shipped,4,Organic,Unit C-124; 1836-Haile Selassie Ave; Nairobi; Kisumu; postal code 00200; Kenya
ORD-102484,CUST-1514,Quinn Smith,quinn.smith792@example.com,+254727054198,nairobi,32,22/03/2025,30/03/2025,sports,Sports Item 5,7,2941.81,5,KES,19563.04,Mpesa,cancelled,5,Organic,1328 Koinange Street House A-912 Nairobi 00200 K.E.
ORD-100085,CUST-2191,Kofi Okafor,kofi.okafor182@example.com,+254738102825,Kampala,37,not_a_date,02/03/2025,Clothing,Fashion Item 82,7,7410.23,10,USD,46684.45,M-Pesa,Cancelled,4,Email, 4749 Moi Avenue Block C-720 Kampala 256 kenya 
ORD-102306,CUST-2570,Moses Hussein,,+254736665107,Machakos,61,06-Jun-2024,08-Jun-2024,Electrnics,Electronics Item 58,1,14722.83,25,USD,11042.12,card,In Transit,1,Unknown,Ngong Road 4940 | Apt A-795 | Machakos | ZIP:90119 | Kenya
ORD-104588,CUST-1265,Tariq Khan,tariq.khan417@example.com,+254723452439,Machakos,26,03/12/2024,10/12/2024,Home/Kitchen,Home Item 64,1,17760.4,30,KES,12432.28,Bank Transfer,PENDING,5,Google Ads,"5968, Ngong Road, Machakos County, P.O Box 90119, kenya"
ORD-103668,CUST-1155,Zane Mwangi,zane.mwangi542example.com,+254746028939,Eld,58,2024-03-14,2024-03-21,groceries,Groceries Item 13,6,17504.19,20,USD,84020.11,Mobile Money,In Transit,5,Organic,"9263 Tom Mboya Street, Eldoret, Kenya, 30120"
ORD-101112,CUST-1723,Moses Ndlovu,moses.ndlovu678@example.com,+254719135154,Kisumu ,63,26/02/2025,14/03/2025,Electrnics,Electronics Item 110,4,9328.1,0,USD,37312.4,CASH,In Transit,,Email,River Road 2560 | Unit B-706 | Kisumu | ZIP:40100 | Kenya
ORD-103298,CUST-2536,James Otieno,james.otieno977@example.com,+254773049501,kampala,52,18/07/2023,28/07/2023,Groceries,Groceries Item 22,6,6360.61,25,EUR,28622.74,bank transfer,PENDING,4,Email,6442 Kimathi Street Apt D-43 Kampala 256 kenya
ORD-103813,CUST-2804,Hassan Brown,hassan.brown692@example.com,+254724569563,Machakos ,48,11/01/2025,26/01/2025,Fashn,Fashion Item 46,2,17811.26,15,USD,30279.14,Debit Card,returned,1,Instagram,"6650 Haile Selassie Ave, Machakos, Kenya, 90100"
ORD-103150,CUST-2396,Fatima Kamau,fatima.kamau720@example.com,+254778947211,KSM,55,04-Apr-2023,12-Apr-2023,Books,Books Item 33,4,1439.16,25,KES,4317.48,CASH,returned,1,,Kisumu - 7491 Kenyatta Road - Floor C-271 - 40100 - KE
ORD-102321,CUST-2641,Tariq Smith,tariq.smith598@example.com,+254744733866,KLA,38,11/05/2024,28/05/2024,groceries,Groceries Item 34,2,8514.27,25,EUR,12771.41,mobile money,Returned,3,Referral,Kampala - 9938 Moi Avenue - Unit B-323 - 256 - K.E.
ORD-102026,CUST-2283,Diana Brown,diana.brown173@example.com,+254720582039,machakos,25,05-02-2024,05-12-2024,home and kitchen,Home Item 26,1,7214.89,10,USD,6493.4,mobile money,PENDING,N/A,Organic,3149 Tom Mboya Street Floor B-401 Machakos 90100 Kenya
ORD-100003,CUST-3050,Wanjiku Garcia,wanjiku.garcia659@example.com,+254785345555,machakos,18,01-26-2024,,fashion,Fashion Item 66,8,1863.64,15,USD,12672.75,M-Pesa,DELIVERED,4,Email,; 1057-Argwings Kodhek Rd; Machakos; Mombasa; postal code 90100; K.E.
ORD-103549,CUST-1641,Grace Brown,grace.brown960@example.com,+254730072641,Kisumu ,69,2023-12-09,2023-12-19,Book,Books Item 39,8,5995.58,0,EUR,47964.64,Cash,cancelled,5,Organic,Kisumu - 8476 Koinange Street - Unit D-948 - 40123 - kenya
ORD-100292,CUST-2329, Uma Mwangi ,uma.mwangi722@example.com,0760126991,dar es salaam,36,10-Mar-2025,22-Mar-2025,Groceries,Groceries Item 80,8,15451.16,25,KES,92706.96,CARD,Return,3,Facebook,3082 ngong road flr c-739 dar es salaam 14110 kenya
ORD-103686,CUST-1471,zane garcia,zane.garcia797@example.com,+254734711461,eldoret,38,27-Jan-2025,02-Feb-2025,Sports,Sports Item 102,2,9171.37,0,KES,18342.74,CASH,Returned,1,Google Ads,"9883 Koinange Street, Floor C-621, Eldoret, Nakuru, 30100, K.E."
ORD-102384,CUST-1392,Wanjiku Lopez,wanjiku.lopez673@example.com,+254728374735,Machakos ,26,21/09/2023,09/10/2023,Sport,Sports Item 4,2,1493.19,0,EUR,2986.38,Mpesa,Cancelled,2,Organic,River Road 4909 | Block A-535 | Machakos | ZIP:90100 | kenya
ORD-100645,CUST-2303,Ruth Kimani,ruth.kimani334@example.com,+254741011141,thika,39,07-Mar-2023,16-Mar-2023,Book,Books Item 43,3,16646.84,10,EUR,44946.47,Card,In Transit,4,Organic,
ORD-101400,CUST-3348,Brian Mensah,brian.mensah270@example.com,254736028932,Msa,30,17/03/2025,18/03/2025,electronics,Electronics Item 17,8,1045.66,0,USD,8365.28,mobile money,Complete,2,Instagram,Flr B-581; 2673-Moi Avenue; Mombasa; Machakos; postal code 80101; KE
ORD-103697,CUST-1229,Diana Ndlovu,diana.ndlovu275@example.com,+254724668991,kisumu,66,2024-09-30,2024-10-06,Sports,Sports Item 53,1,12979.64,30,USD,9085.75,CARD,Shipped,4,Email,"35, KENYATTA ROAD, KISUMU COUNTY, P.O BOX 40100, KENYA"
ORD-101581,CUST-3498,Yara Otieno,yara.otieno835@example.com,+254780580933,Machakos ,25,21/01/2025,02/02/2025,Beauti,Beauty Item 45,2,3985.67,0,USD,7971.34,cash,Cancelled,4,Instagram,3367 Ngong Road Apartment D-503 Machakos  KE
ORD-100321,CUST-1861,Yara Brown,yara.brown936@example.com,,Kisumu,,14-Mar-2023,18-Mar-2023,Fashion,Fashion Item 23,6,1403.03,-10,EUR,9260.0,card,Cancelled,2,Referral,Apt A-245; 3807-Argwings Kodhek Rd; Kisumu; Kisumu; postal code 40100; kenya
ORD-102446,CUST-1003,Wanjiku Smith,wanjiku.smith361@example.com,+254786587835,Machakos,31,02-28-2024,03-12-2024,Beauty,Beauty Item 37,4,17299.58,25,USD,51898.74,mobile money,Return,2,Referral,Machakos - 6414 River Road - Unit B-514 - 90100 - KE
ORD-103142,CUST-2674,Chen Okafor,chen.okafor609@example.com,+254785809235,Nairobii,33,23/01/2024,01/02/2024,sports,Sports Item 98,1,12158.43,25,USD,9118.82,Debit Card,Complete,2,Google Ads,Nairobi - 5056 Mbagathi Way - Block A-781 - 00100 - K.E.
